track_name,track_id,album_name,album_id,artist_name,artist_id,track_popularity,explicit,track_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,Unorthodox Jukebox,58ufpQsJ1DS5kq4hhzQDiI,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,82,False,https://open.spotify.com/track/0nJW01T7XtvILxQgC5J7Wh,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795
We Are Never Ever Getting Back Together,0VwNdo84DaVYLIkbVO86ND,Red (Big Machine Radio Release Special),4jTYApZPMapg56gRycOn0D,Taylor Swift,06HL4z0CvFAxyc27GXpf02,68,False,https://open.spotify.com/track/0VwNdo84DaVYLIkbVO86ND,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.121,0.75,85.984
"i hate u, i love u (feat. olivia o'brien)",7vRriwrloYVaoAe3a9wJHe,us,3L0H4RjVXpEkwfDgi3XOdf,gnash,3iri9nBFs9e4wN7PLIetAw,71,True,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6
deja vu,6HU7h9RYOaPRFeh0R3UeAr,SOUR,6s84u2TUpR3wdUv4NgKA2j,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,81,True,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917
"thank u, next",3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",2fYhqwDWXjbpjaIJPEfKFw,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,74,True,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,0.72,0.654,1,-5.634,1,0.0647,0.227,0,0.101,0.411,106.976
Heather,4xqrdfXkTW4T0RauPLv3WA,Kid Krow,2CMlkzFI2oDAy5MbyV7OV5,Conan Gray,4Uc8Dsxct0oMqx0P6i60ea,81,False,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078
Since U Been Gone,3xrn9i8zhNZsTtcoWgQEAd,Breakaway,5gDAEao3VxFdbm8vS0koQq,Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,71,False,https://open.spotify.com/track/3xrn9i8zhNZsTtcoWgQEAd,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0
favorite crime,5JCoSi02qi3jJeHdZXMmR8,SOUR,6s84u2TUpR3wdUv4NgKA2j,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,80,False,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8,0.369,0.272,9,-10.497,1,0.0364,0.866,0,0.147,0.218,172.929
Before He Cheats,0ZUo4YjG4saFnEJhdWp9Bt,Some Hearts,0kys2jaKAiDPfNBd4z7LAg,Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,73,False,https://open.spotify.com/track/0ZUo4YjG4saFnEJhdWp9Bt,0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905
Really Don't Care,5vTPxzm4h2bY9rYyVrGEU5,Demi,6Kssm2LosQ0WyLukFZkEG5,Demi Lovato,6S2OmqARrzebs0tKUEyXyp,65,False,https://open.spotify.com/track/5vTPxzm4h2bY9rYyVrGEU5,0.706,0.728,7,-3.602,1,0.0852,0.123,0,0.185,0.851,121.017
Falling,1ZMiCix7XSAbfAJlEZWMCp,Fine Line,7xV2TzoaVc0ycW7fwBwAml,Harry Styles,6KImCVD70vtIoJWnq6nGn3,76,False,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011
IDGAF,76cy1WJvNGJTj78UqeA5zr,Dua Lipa (Deluxe),01sfgrNbnnPUEyz6GZYlt9,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,72,True,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028
Hold On,5vjLSffimiIP26QG5WcN2K,Hold On,2EfmyRWheMtmVTCIsptsLi,Chord Overstreet,5D3muNJhYYunbRkh3FKgX0,74,False,https://open.spotify.com/track/5vjLSffimiIP26QG5WcN2K,0.618,0.443,2,-9.681,1,0.0526,0.469,0,0.0829,0.167,119.949
Happier,2RttW7RAu5nOAfq6YFvApB,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,71,False,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0,-7.355,1,0.0288,0.536,0,0.135,0.236,89.792
enough for you,2TOzTqQXNmR2zDJXihjZ2e,SOUR,6s84u2TUpR3wdUv4NgKA2j,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,72,False,https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e,0.638,0.259,7,-10.706,1,0.0898,0.753,0,0.219,0.269,88.485
Irreplaceable,6RX5iL93VZ5fKmyvNXvF1r,B'Day Deluxe Edition,0Zd10MKN5j9KwUST0TdBBB,Beyoncé,6vWDO969PvNqNYHIOW5v0m,65,False,https://open.spotify.com/track/6RX5iL93VZ5fKmyvNXvF1r,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Taylor Swift,06HL4z0CvFAxyc27GXpf02,76,True,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi,0.631,0.518,0,-8.771,1,0.0303,0.274,0,0.088,0.205,93.023
Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,Back from the Edge,7oiJYvEJHsmYtrgviAVIBD,James Arthur,4IWBUUAFIplrNtaOHcJPRM,83,False,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043
Fingers Crossed,3yMC1KsTwh0ceXdIe4QQAQ,Fingers Crossed,7i5dqey54xo8F2flVer0yY,Lauren Spencer Smith,79AyR6ATpj2LTPxfb6FX50,58,False,https://open.spotify.com/track/3yMC1KsTwh0ceXdIe4QQAQ,0.56,0.473,5,-7.23,1,0.0533,0.618,0,0.31,0.441,109.414
10 Things I Hate About You,6Jkm5kUldvIqxzI1Pa7nXH,10 Things I Hate About You,26hYEKjKZU1sTC4mUPpVI6,Leah Kate,6oWOHAOyBUn6aJlKIPJK9r,5,True,https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH,0.544,0.786,8,-2.97,1,0.0501,0.00991,0,0.169,0.446,153.967
Gives You Hell,6ihL9TjfRjadfEePzXXyVF,When The World Comes Down,3BCMpDOcQlbCZpf5vnTadZ,The All-American Rejects,3vAaWhdBR38Q02ohXqaNHT,67,False,https://open.spotify.com/track/6ihL9TjfRjadfEePzXXyVF,0.718,0.691,4,-6.44,1,0.0387,0.0159,0,0.0627,0.552,100.008
drivers license,7lPN2DXiMsVn7XUKtOW1CS,drivers license,66FPnVL9G4CMKy3wvaGTcr,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,18,True,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,0.585,0.436,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874
What A Time (feat. Niall Horan),5WtfUKzXircvW8l5aaVZWT,Inner Monologue Part 1,1xJ7jIK1tT0aVoJw1fPE6r,Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m,71,False,https://open.spotify.com/track/5WtfUKzXircvW8l5aaVZWT,0.516,0.467,0,-6.184,1,0.0302,0.662,0,0.0853,0.386,132.861
Train Wreck,55Am8neGJkdj2ADaM3aw5H,Back from the Edge,7oiJYvEJHsmYtrgviAVIBD,James Arthur,4IWBUUAFIplrNtaOHcJPRM,74,False,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H,0.311,0.485,6,-5.726,0,0.0365,0.701,0,0.0726,0.225,77.355
Potential Breakup Song,11dxtPJKR4E0wlSr0A0t47,Insomniatic,4TOOGDpJ9KQ8EM84TC4qj6,Aly & AJ,5wugb0kaq0J6nyQ5Xgd17i,59,False,https://open.spotify.com/track/11dxtPJKR4E0wlSr0A0t47,0.572,0.89,6,-4.139,0,0.039,0.00082,0.00937,0.564,0.765,158.038
Bruises,4Of7rzpRpV1mWRbhp5rAqG,Divinely Uninspired To A Hellish Extent,5658aM19fA3JVwTK6eQX70,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,75,False,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,0.736,0.308,4,-7.83,1,0.0677,0.946,0,0.186,0.361,111.202
Dandelions,2eAvDnpXP5W0cVtiI0PUxV,Safe Haven,6FgtuX3PtiB5civjHYhc52,Ruth B.,2WzaAvm2bBCf4pEhyuDgCY,83,False,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV,0.609,0.692,1,-2.958,1,0.0259,0.0157,0,0.0864,0.454,116.959
Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,Remember That Night?,239r63fqY8PyWX9WcgwNzP,Sara Kays,7Lk9V7E1u5gqSHmtcKlOqH,69,False,https://open.spotify.com/track/1nYzjrdVQ8RpF93M0jPFW7,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978
Picture To Burn,32mVHdy0bi1XKgr0ajsBlG,Taylor Swift,7mzrIsaAjnXihW3InKjlC3,Taylor Swift,06HL4z0CvFAxyc27GXpf02,61,False,https://open.spotify.com/track/32mVHdy0bi1XKgr0ajsBlG,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586
She's So Gone,4DTrKnvkHtwQN6kBu4XXIF,Lemonade Mouth,6Vsml6sziVKBHxbMEp5wgQ,Naomi Scott,2Zi3RrdQqk63Xj0914STkS,60,False,https://open.spotify.com/track/4DTrKnvkHtwQN6kBu4XXIF,0.518,0.861,11,-4.002,1,0.0673,0.0277,1.42e-06,0.249,0.457,141.986
"1 step forward, 3 steps back",4wcBRRpIfesgcyUtis7PEg,SOUR,6s84u2TUpR3wdUv4NgKA2j,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,75,True,https://open.spotify.com/track/4wcBRRpIfesgcyUtis7PEg,0.473,0.203,2,-12.627,1,0.102,0.941,0,0.126,0.419,168.884
Flowers,0yLdNVWF3Srea0uzk55zFn,Flowers,7I0tjwFtxUwBC1vgyeMAax,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,28,False,https://open.spotify.com/track/0yLdNVWF3Srea0uzk55zFn,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999
Flowers,6Z165JvPnS8PYvGW8oLGLc,Flowers,03sQVTmOjeFVi8GsSaJSNV,Lauren Spencer Smith,79AyR6ATpj2LTPxfb6FX50,61,True,https://open.spotify.com/track/6Z165JvPnS8PYvGW8oLGLc,0.684,0.449,3,-9.738,1,0.611,0.869,0,0.0881,0.341,66.165
Wasting All These Tears,25zXRQGuwYZdIp88fVZOPC,Frame By Frame,7IoVJIpP7XtjMJkgYxJkrn,Cassadee Pope,7ahuvq1mbb4idwG1iJbSFG,51,False,https://open.spotify.com/track/25zXRQGuwYZdIp88fVZOPC,0.465,0.772,5,-3.932,0,0.0378,0.0959,1.04e-05,0.167,0.257,155.83
Be Alright,3EPXxR3ImUwfayaurPi3cm,Be Alright,0YZLXTaHLcgl5UdtKDiUXD,Dean Lewis,3QSQFmccmX81fWCUSPTS7y,71,True,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684
Be Alright,5qrSlOut2rNAWv3ubArkNy,A Place We Knew,61G7KL6rpj167r6H4CzS8C,Dean Lewis,3QSQFmccmX81fWCUSPTS7y,73,True,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,0.551,0.537,11,-7.595,1,0.034,0.705,0,0.0802,0.493,126.421
Dancing With Your Ghost,1TQXIltqoZ5XXyfCbAeSQQ,Dancing With Your Ghost,3I677CWVoiOsbMxOQzjShB,Sasha Alex Sloan,4xnihxcoXWK3UqryOSnbw5,72,False,https://open.spotify.com/track/1TQXIltqoZ5XXyfCbAeSQQ,0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-05,0.103,0.389,74.953
Best Thing I Never Had,3lBRNqXjPp2j3JMTCXDTNO,4,1gIC63gC3B7o7FfpPACZQJ,Beyoncé,6vWDO969PvNqNYHIOW5v0m,62,False,https://open.spotify.com/track/3lBRNqXjPp2j3JMTCXDTNO,0.546,0.649,6,-4.056,1,0.0324,0.143,1.55e-05,0.0894,0.298,99.05
Love Me or Leave Me,1n73Qe6oEprLsUNHXET2pb,Get Weird (Expanded Edition),2FnfZiFMv7bmXAIATOJDHs,Little Mix,3e7awlrlDSwF3iM0WBjGMp,60,False,https://open.spotify.com/track/1n73Qe6oEprLsUNHXET2pb,0.437,0.351,6,-6.823,0,0.0313,0.566,0,0.0888,0.383,68.659
that way,7l97ElWmIdVHWUaOeeU5ZC,all the things i never said,1fK6nUQDMeIciyfhAADix8,Tate McRae,45dkTj5sMRSjrmBSBeiHym,71,False,https://open.spotify.com/track/7l97ElWmIdVHWUaOeeU5ZC,0.453,0.383,0,-11.015,1,0.163,0.728,0,0.387,0.333,105.029
"All I Want - From ""High School Musical: The Musical: The Series""",4Yxc55NX3tAXC2mHRAhtcW,"All I Want (From ""High School Musical: The Musical: The Series"")",5p3gSxNiXeYlPlztVAUjB2,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,72,False,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW,0.376,0.43,0,-6.585,0,0.0328,0.0902,0,0.0912,0.129,77.599
Moral of the Story,2nC3QhMI9reBIOWutbU3Tj,Moral of the Story,4yKwChgdGpJzf2nn3nPHfP,Ashe,6P5NO5hzJbuOqSdyPB7SJM,67,True,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812
Reckless,5ajjAnNRh8bxFvaVHzpPjh,Reckless,5lVImnUah94yoxXy2H1qo7,Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,68,False,https://open.spotify.com/track/5ajjAnNRh8bxFvaVHzpPjh,0.386,0.426,3,-6.642,1,0.0363,0.807,0,0.14,0.261,180.104
Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,Narrated For You,6jKZplJpy21R5lHaYHHjmZ,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,81,False,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073
Josslyn,37ZKB38iNyKJ0xYEz9SJgk,Josslyn,4H3mlT00kr4bJrY80GOFnx,Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,53,True,https://open.spotify.com/track/37ZKB38iNyKJ0xYEz9SJgk,0.425,0.743,11,-5.54,0,0.148,0.012,0,0.709,0.344,84.748
Easy On Me,0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,224jZ4sUX7OhAuMwaxp86S,Adele,4dpARuHxo51G3z768sgnrY,74,False,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981
hate u love u,6ATgDc6e4sPn84hvJsAmPt,hate u love u,0rajxwGsaQ1sqoegXK6gvw,Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,62,False,https://open.spotify.com/track/6ATgDc6e4sPn84hvJsAmPt,0.407,0.416,6,-8.915,0,0.174,0.656,0,0.0981,0.246,176.947
July,6J2LdBN97cDWn0MLxYh9HB,THE END OF EVERYTHING,5Gn3fFzlWL89j0hGumtXb5,Noah Cyrus,55fhWPvDiMpLnE4ZzNXZyW,80,False,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB,0.708,0.186,9,-8.953,0,0.042,0.868,0,0.0779,0.322,72.541
good 4 u,6PERP62TejQjgHu81OHxgM,good 4 u,3rMjL8NA5Wh2hbMNk2fSlY,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,15,True,https://open.spotify.com/track/6PERP62TejQjgHu81OHxgM,0.556,0.661,6,-5.052,0,0.204,0.3,0,0.101,0.668,168.56
i hope ur miserable until ur dead,4ka1FkKAMde6dQAFFMXKac,i hope ur miserable until ur dead,3dv1xXXFHlv3WNSNsSZ93d,Nessa Barrett,7pwufEBGfggjoI8twqlsmQ,61,True,https://open.spotify.com/track/4ka1FkKAMde6dQAFFMXKac,0.706,0.544,2,-7.275,1,0.0306,0.0273,0,0.087,0.477,115.935
Hold Me While You Wait,60iSKGrGazRzICtMjADNSM,Divinely Uninspired To A Hellish Extent,5658aM19fA3JVwTK6eQX70,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,72,False,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM,0.688,0.53,11,-5.507,1,0.0333,0.443,0,0.0995,0.162,106.958
If the World Was Ending (feat. Julia Michaels),2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),7BrlhEO8dHiNmU8A1Ep9RZ,JP Saxe,66W9LaWS0DPdL7Sz8iYGYe,70,False,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801
Glimpse of Us,6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,6ZZvx0aefZV3LKa053fn71,Joji,3MZsBdqDrRTJihTHQrO6Dq,75,False,https://open.spotify.com/track/6xGruZOHLs39ZbVccQTuPZ,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914
I Knew You Were Trouble.,6FB3v4YcR57y4tXFcdxI1E,Red (Big Machine Radio Release Special),4jTYApZPMapg56gRycOn0D,Taylor Swift,06HL4z0CvFAxyc27GXpf02,73,False,https://open.spotify.com/track/6FB3v4YcR57y4tXFcdxI1E,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019
I Don't Fuck With You,7FYH5AW3bVfZHJIQpq3UOA,Dark Sky Paradise,1j2x7FJXTgUT0X5hZ8TDXE,Big Sean,0c173mlxpT3dSFRgMO8XPh,69,True,https://open.spotify.com/track/7FYH5AW3bVfZHJIQpq3UOA,0.824,0.733,1,-5.474,1,0.0614,0.0362,0,0.325,0.395,97.971
Only Love Can Hurt Like This,62ke5zFUJN6RvtXZgVH0F8,A Perfect Contradiction (Outsiders' Expanded Edition),3jRG3qOfsSSW3SBdeBiIfC,Paloma Faith,4fwuXg6XQHfdlOdmw36OHa,74,False,https://open.spotify.com/track/62ke5zFUJN6RvtXZgVH0F8,0.566,0.885,8,-4.528,1,0.0818,0.0958,9.97e-05,0.334,0.304,90.99
We Are Never Ever Getting Back Together (Taylor's Version),5YqltLsjdqFtvqE7Nrysvs,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Taylor Swift,06HL4z0CvFAxyc27GXpf02,72,False,https://open.spotify.com/track/5YqltLsjdqFtvqE7Nrysvs,0.567,0.686,7,-6.139,1,0.175,0.0317,1.86e-06,0.0732,0.716,172.014
Since U Been Gone,6JY1IdkZGeIcPegKxjSKeb,Breakaway,20jYcJane0oI7VoMNoEOJU,Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,72,False,https://open.spotify.com/track/6JY1IdkZGeIcPegKxjSKeb,0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999
Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,Only Human (Deluxe),6Vip5A5NmEazvKuxj6GLYf,Calum Scott,6ydoSd3N2mwgwBHtF6K7eX,75,False,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672
Too Good At Goodbyes,3VlbOrM6nYPprVvzBZllE5,The Thrill Of It All (Special Edition),3XftSbguntyRTBQaGItmfK,Sam Smith,2wY79sveU1sp5g7SokKOiI,1,False,https://open.spotify.com/track/3VlbOrM6nYPprVvzBZllE5,0.715,0.372,5,-8.237,1,0.0443,0.638,0,0.169,0.474,91.931
Without Me,5p7ujcrUXASCNwRaWNHR1C,Without Me,0zzrCTzvL4ZmR42xF46Afm,Halsey,26VFTg2z8YR0cCuwLzESi2,67,True,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041
you were good to me,4CxFN5zON70B3VOPBYbd6P,brent,16mjtcKPxpQ4ajFHmJ0hJC,Jeremy Zucker,3gIRvgZssIb9aiirIg0nI3,67,False,https://open.spotify.com/track/4CxFN5zON70B3VOPBYbd6P,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128
