track_name,track_id,album_name,album_id,artist_name,artist_id,track_popularity,explicit,track_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Tomorrow,15zmzawx6s7TYKHAFGYdSB,Tomorrow,5ACBYcXVHKyxObWvuR29wH,James Carter,5344K3N7rx7kw1HjO8psuq,52,False,https://open.spotify.com/track/15zmzawx6s7TYKHAFGYdSB,0.68,0.849,0,-4.393,0,0.0391,0.0273,0.000594,0.239,0.572,126.011
All I Want Is You,5lebcpNhPX5sAPUjKyyYgY,All I Want Is You,24k3mEFlEnke4PjmDu59NJ,Lavern,03y4yOxhLk6MDJ1bV424uO,59,False,https://open.spotify.com/track/5lebcpNhPX5sAPUjKyyYgY,0.708,0.776,5,-10.171,1,0.0509,0.561,0.732,0.175,0.179,122.075
Close Your Eyes,11ZLztlvXKdaortTq9gDaG,Close Your Eyes,26ML5knqJbLOSoU6isAq4H,Matt Sassari,21dVknSLCsK37cWozWDZZS,51,False,https://open.spotify.com/track/11ZLztlvXKdaortTq9gDaG,0.592,0.833,0,-6.892,0,0.0342,0.00441,0.0017,0.41,0.125,128.043
Hold on Me,43FNnp0KnanReB8KCTl97p,Hold on Me,4IakmM35Ob6hbaNQ6giuFj,Why U So,4oxwokKRwskQbaEFsCHyeS,56,False,https://open.spotify.com/track/43FNnp0KnanReB8KCTl97p,0.739,0.639,3,-7.053,0,0.0362,0.175,0.648,0.0939,0.117,121.018
Head Underwater - James Carter Remix,5mNOhqvMV2Hj77yYO07gGS,Head Underwater (James Carter Remix),4JOoZ1ckKAFgIj1oCJgHvv,Tom Walker,7z2avKuuiMAT4XZJFv8Rvh,44,False,https://open.spotify.com/track/5mNOhqvMV2Hj77yYO07gGS,0.725,0.813,11,-6.989,0,0.0377,0.291,0.000161,0.331,0.493,118.031
Heartbreak,0Gbpzzf8oLuFNSLYAvov3I,Heartbreak,37B1K70ov6LUqjIvuWsonh,James Carter,5344K3N7rx7kw1HjO8psuq,53,False,https://open.spotify.com/track/0Gbpzzf8oLuFNSLYAvov3I,0.736,0.878,8,-5.162,0,0.042,0.421,0.0719,0.115,0.169,125.006
Whatever (with Ava Max) - Lavern Remix,6F1TZFpmdnbI9CTMRs7jJo,Whatever (The Remixes),4wqObiiJfSvC0W52YG1X0s,Kygo,23fqKkggKUBHNkbKtXEls4,43,False,https://open.spotify.com/track/6F1TZFpmdnbI9CTMRs7jJo,0.704,0.917,0,-6.313,0,0.0773,0.486,0.00138,0.261,0.191,126.068
Let Go,1qhdqpo6lgejiIOoaACXNG,Let Go,26kfhv3S8MoeN7pzh2FSPE,Lavern,03y4yOxhLk6MDJ1bV424uO,52,False,https://open.spotify.com/track/1qhdqpo6lgejiIOoaACXNG,0.589,0.981,5,-5.235,0,0.0348,0.282,0.602,0.307,0.0362,129.986
Tell Me Why - James Carter Remix,2nNhJdmG0qEI096xXuC0kr,Tell Me Why (James Carter Remix),1TUiyMi8aRZvTqzNTCUSxx,Supermode,7urnl0uH1w3NCoErxw7AUK,45,False,https://open.spotify.com/track/2nNhJdmG0qEI096xXuC0kr,0.577,0.972,11,-6.492,0,0.0403,0.0313,0.719,0.151,0.0328,124.035
the things that bring me joy,3OWoUTFewCAnGIkFHdL6KK,the things that bring me joy,3JVhoz6UJv6hrpRtPXtdJh,Luca,4hheW577K2nAMAwDuTGAA4,55,False,https://open.spotify.com/track/3OWoUTFewCAnGIkFHdL6KK,0.769,0.46,11,-11.988,0,0.345,0.338,0.0693,0.477,0.215,126.026
Felt A Little Like,42RcyZnrFKjsfMpv1bguqz,Felt A Little Like,37RRydPNbo8bPQcS38c8ZM,James Carter,5344K3N7rx7kw1HjO8psuq,16,False,https://open.spotify.com/track/42RcyZnrFKjsfMpv1bguqz,0.751,0.897,10,-8.837,0,0.0492,0.644,0.723,0.154,0.257,122.984
You & I,7k0kq03bs3micRAVvYgzg8,You & I,1tiC5qMa7iI5dES19tVAYH,HotLap,7fQllKIlkVSl9JD1aJ8XYg,58,False,https://open.spotify.com/track/7k0kq03bs3micRAVvYgzg8,0.717,0.845,7,-5.057,1,0.0519,0.031,0.719,0.147,0.281,124.994
Hold On,5HEx0ZwJEmZhvjlrMYnSuf,Hold On,7d9whArUbh3cK93jfmS3Ui,49th & Main,0nnF48t4C8uqGS5HPnCN3F,50,False,https://open.spotify.com/track/5HEx0ZwJEmZhvjlrMYnSuf,0.705,0.865,10,-4.823,1,0.0535,0.483,0.611,0.184,0.627,135.99
Love The Time,0xEoyl1r3IxcrGwBu6MyyQ,Love The Time,06EdHzWzopCaCibluEkorL,Lavern,03y4yOxhLk6MDJ1bV424uO,51,False,https://open.spotify.com/track/0xEoyl1r3IxcrGwBu6MyyQ,0.707,0.826,5,-7.364,0,0.0572,0.424,0.895,0.202,0.0497,123.989
Stay Another Night,5NyEmwp8Vtqt3D0a4DERdB,Stay Another Night,5dq9Pr0UlrJbO46kIVy1iM,Cheat Codes,7DMveApC7UnC2NPfPvlHSU,42,False,https://open.spotify.com/track/5NyEmwp8Vtqt3D0a4DERdB,0.692,0.873,0,-6.094,0,0.0665,0.0134,3.37e-06,0.0495,0.293,123.937
COLD,3QKB8XAHPIbBaD4wlVHa3U,COLD,0pQF3bDC9wGPa5QhhF1w0s,James Carter,5344K3N7rx7kw1HjO8psuq,59,False,https://open.spotify.com/track/3QKB8XAHPIbBaD4wlVHa3U,0.594,0.824,6,-3.584,0,0.0465,0.0518,0.0094,0.119,0.24,137.929
Skin and Bones - MEDUZA REMIX,3Zu3htXTRwwIcozD31XdrO,Skin and Bones (MEDUZA REMIX),1aeYa1dEoya8dCrS3vMNrV,David Kushner,33NVpKoXjItPwUJTMZIOiY,59,False,https://open.spotify.com/track/3Zu3htXTRwwIcozD31XdrO,0.525,0.951,8,-6.338,0,0.0382,0.00216,0.0778,0.109,0.0908,123.012
Better Days,6xmMBY754l7guTzNokbzos,Better Days,23TwGNiTdCvHnZXqm4tJsp,1111,0CnZz6rvqYBualwWKuMiOE,39,False,https://open.spotify.com/track/6xmMBY754l7guTzNokbzos,0.585,0.876,0,-4.641,1,0.0399,0.00614,0.0157,0.0732,0.314,140.0
No Sense,1WWAozjG8X7wI4MLX6tTCB,No Sense,24Q03D5yT2JBRDI0sSfRQZ,Tobtok,6pcxIOhQCNb7DX2iuEXgxL,54,False,https://open.spotify.com/track/1WWAozjG8X7wI4MLX6tTCB,0.75,0.797,0,-5.584,1,0.0382,0.0093,0.00814,0.0598,0.808,129.937
In My Mind,45c9wiUAAYRgbAnBcfPEsk,In My Mind,4eYA7Zv64Zf4TrE9js5VLo,Lavern,03y4yOxhLk6MDJ1bV424uO,69,False,https://open.spotify.com/track/45c9wiUAAYRgbAnBcfPEsk,0.4,0.614,5,-10.406,0,0.0632,0.0858,0.826,0.105,0.367,194.896
Tell Me,19BoXyNUZB8M9PgAyMHVRg,Tell Me,7qnMJEfvGH0G9X6Y3RgJrP,James Carter,5344K3N7rx7kw1HjO8psuq,56,False,https://open.spotify.com/track/19BoXyNUZB8M9PgAyMHVRg,0.776,0.824,7,-5.117,0,0.039,0.0871,0.0538,0.184,0.771,125.027
On Again,5vASuVQkngtFoCOczem52V,On Again,7nvs25pVNGNgouWAm1Kb86,Mau P,0w1sbtZVQoK6GzV4A4OkCv,61,True,https://open.spotify.com/track/5vASuVQkngtFoCOczem52V,0.61,0.951,0,-4.659,0,0.0665,0.00482,0.0109,0.149,0.304,129.976
Heartbeat Slow,4AEoF6pEqe4YTu2qMUERaT,Heartbeat Slow,32Kyro8F4r6rCcVrVOwq0O,Astrality,6KGv020mJkIjQH5YPDSBcZ,55,False,https://open.spotify.com/track/4AEoF6pEqe4YTu2qMUERaT,0.703,0.902,8,-6.412,0,0.0721,0.00838,0.0287,0.0822,0.21,121.957
Be Where You Are,3SZsisw9DBAHD5Cik3S1oP,Be Where You Are,6uFavEoCFmGG3UkMZjxwqY,JLV,5CBNhusqki2s2jp4Lo6i2L,36,False,https://open.spotify.com/track/3SZsisw9DBAHD5Cik3S1oP,0.649,0.762,4,-8.315,0,0.0407,0.43,0,0.107,0.102,124.036
Love Like Yours,0DdJFHLtxvVexi6QenJ7WF,Chromatic,5MNSUiIcRSdUhiyumzPDB3,Jerro,1WHFu22zN1C6F11Z1rt12K,20,False,https://open.spotify.com/track/0DdJFHLtxvVexi6QenJ7WF,0.665,0.863,7,-5.675,1,0.0814,0.0528,0.0447,0.202,0.147,126.002
Heaven,5gvEyl4OLhD6kJ3aZ43sd3,Heaven,20hpXtqd02hIOkQ8Xoj4dM,James Carter,5344K3N7rx7kw1HjO8psuq,52,False,https://open.spotify.com/track/5gvEyl4OLhD6kJ3aZ43sd3,0.737,0.849,11,-6.071,0,0.035,0.0201,7.21e-05,0.132,0.675,115.993
Human,6Kl0BmROA5CAwtQOEFd99y,Human,2Lp9nUToblWF8nbzeMVzjA,Lavern,03y4yOxhLk6MDJ1bV424uO,64,False,https://open.spotify.com/track/6Kl0BmROA5CAwtQOEFd99y,0.791,0.891,5,-7.625,0,0.0579,0.38,0.426,0.38,0.193,132.037
Alright,50lItJcoM4uB8a7sZ649vv,Alright,6sr8xHsqWALanJDYV0RDJx,Tobtok,6pcxIOhQCNb7DX2iuEXgxL,34,False,https://open.spotify.com/track/50lItJcoM4uB8a7sZ649vv,0.704,0.817,1,-7.912,1,0.0379,0.000431,0.625,0.0875,0.411,130.002
Without You,70H0AMIuTm0brh3hznKvFu,Without You,6BfoGzmHPWCL2DqWhehAcv,Felix Jaehn,4bL2B6hmLlMWnUEZnorEtG,55,False,https://open.spotify.com/track/70H0AMIuTm0brh3hznKvFu,0.619,0.63,10,-6.715,0,0.0467,0.139,3.72e-05,0.142,0.138,119.956
I’m In Trouble,6msTtYjJlDHSL7qa53A4hm,The Learning of Urgency,7uAP4tFWMugcNZOrk5xBED,Kasbo,1ikID9RZZMvkuBGDWrqajq,26,False,https://open.spotify.com/track/6msTtYjJlDHSL7qa53A4hm,0.627,0.771,9,-6.859,1,0.0537,0.0449,0.00683,0.0856,0.226,124.966
Give Me Your Love - SUBB Remix,6ogtk9TjSzuHOTieohQMt4,Give Me Your Love (Remixes),08wwwTiLmJvtWodGH0rKjK,James Carter,5344K3N7rx7kw1HjO8psuq,4,False,https://open.spotify.com/track/6ogtk9TjSzuHOTieohQMt4,0.737,0.704,4,-7.099,0,0.0701,0.00953,0,0.0599,0.289,123.962
How Does It Feel,6giSHWrzxukoZI9GKvgU2d,Chromatic,5MNSUiIcRSdUhiyumzPDB3,Jerro,1WHFu22zN1C6F11Z1rt12K,17,False,https://open.spotify.com/track/6giSHWrzxukoZI9GKvgU2d,0.563,0.683,5,-8.981,1,0.0344,0.179,0.721,0.138,0.142,123.0
Hold Me,4SnuG111QPmgwRmlwhJ4Mg,Hold Me,7osmi3cnYDpPDYflMWa80W,Lavern,03y4yOxhLk6MDJ1bV424uO,72,False,https://open.spotify.com/track/4SnuG111QPmgwRmlwhJ4Mg,0.762,0.942,9,-6.432,0,0.038,0.586,0.764,0.115,0.038,120.0
In My Room (feat. SHELLS) - VIP Mix,2OpDTFrJynSuKEpvknfBDZ,In My Room (feat. SHELLS) [VIP Mix],0Gd6LagIoj4kVJTCVuu8oC,Dombresky,2GVtgxcx7jg5xVCZsIHSGN,32,False,https://open.spotify.com/track/2OpDTFrJynSuKEpvknfBDZ,0.693,0.932,7,-6.297,1,0.183,0.0115,0.701,0.0589,0.545,128.021
Into The Bloom,5CGwVoSCM3jHWpZi4u6Jgc,Into The Bloom,6mekDyVlyHqCPacthWRtP5,Tobtok,6pcxIOhQCNb7DX2iuEXgxL,53,False,https://open.spotify.com/track/5CGwVoSCM3jHWpZi4u6Jgc,0.661,0.667,5,-7.819,1,0.0943,0.399,0.000316,0.122,0.141,123.972
Stay Together (Baby Baby) [feat. Vula],5Wwrj8E4h3bJQjOvzpPg9T,Stay Together (Baby Baby) [feat. Vula],3RqBN822NxPDfCa6D7j33i,Joel Corry,6DgP9otnZw5z6daOntINxp,52,False,https://open.spotify.com/track/5Wwrj8E4h3bJQjOvzpPg9T,0.663,0.867,4,-5.194,0,0.0524,0.00878,0.0438,0.274,0.83,131.954
THINKIN' BOUT U,6cwNyD7UDIGD2CSnpObpkl,THINKIN' BOUT U,2nIoah8NyUvyIHl73UhXkD,Mattilo,7gAYkHRXnXtaZk4QMJ5kJC,49,False,https://open.spotify.com/track/6cwNyD7UDIGD2CSnpObpkl,0.636,0.963,11,-5.106,0,0.0573,0.447,0.363,0.262,0.383,134.993
Want You,0RmSH4q2Sf3BJsijHanCgj,Want You,2kj2Acb0PsgCk15XroFslc,Dezko,4FAahCBNlbpgoAhVfuUHPD,40,False,https://open.spotify.com/track/0RmSH4q2Sf3BJsijHanCgj,0.663,0.723,7,-9.678,1,0.0296,0.224,0.813,0.106,0.301,127.957
La leçon particulière,3NWRapFZSlpHXO38LW21rw,La leçon particulière,0ZcIjW5V4jfAEAP2mcIJ5r,Lavern,03y4yOxhLk6MDJ1bV424uO,63,False,https://open.spotify.com/track/3NWRapFZSlpHXO38LW21rw,0.821,0.983,2,-5.786,0,0.0587,0.333,0.837,0.156,0.0629,126.018
Guarded Heart (with Ekko),6AxQSmrec8O2Saf8vxs9hF,Guarded Heart (with Ekko),1WtnEPpdL3vApDve4QfT8x,Tom Westy,0HhpiOJAde5crSTrd6sMbW,28,False,https://open.spotify.com/track/6AxQSmrec8O2Saf8vxs9hF,0.616,0.903,7,-5.849,0,0.0802,0.126,0.000739,0.282,0.144,125.999
I Believe,2olkQiOBNai6jtxU03w47a,I Believe,1AWqGYJ1b3KAYwpck8C3Wm,Bassjackers,6xQvQwZQQuq9R3TdPNbcR8,47,False,https://open.spotify.com/track/2olkQiOBNai6jtxU03w47a,0.614,0.821,4,-4.724,0,0.0474,0.0527,5.01e-05,0.278,0.47,141.989
Underwater,05VS9ifTEUpV6RiajKLxxW,Underwater,2Te7Vf1TcGQBbSlh3BRWat,19Clouds,0AWnGbHpn20wrP1nlFNSnF,48,False,https://open.spotify.com/track/05VS9ifTEUpV6RiajKLxxW,0.822,0.73,5,-9.733,0,0.316,0.791,0.203,0.135,0.206,126.932
Loose Ends,1IAGVO9a3LDO5VttJ96DtA,Loose Ends,0YoJT2pQtuoTmgzj6TUon6,Lucas Estrada,2tndYCXQneCV4jtoWRwVpz,54,False,https://open.spotify.com/track/1IAGVO9a3LDO5VttJ96DtA,0.652,0.842,4,-5.073,0,0.0371,0.0665,1.81e-05,0.106,0.597,130.002
Dancing Type,4DUiIrfUaAEOVjVBpuTxfH,Dancing Type,7x2nuROvI5dRxmOgUOQbG7,Martin Jensen,4ehtJnVumNf6xzSCDk8aLB,40,False,https://open.spotify.com/track/4DUiIrfUaAEOVjVBpuTxfH,0.75,0.628,0,-5.598,0,0.035,0.165,1.92e-05,0.109,0.799,108.032
Miracle,5OlArCCMZ8Jxs30WSQYFRv,Miracle,00YXA8GPG3GBofUoM6C9Dp,Lavern,03y4yOxhLk6MDJ1bV424uO,33,False,https://open.spotify.com/track/5OlArCCMZ8Jxs30WSQYFRv,0.682,0.843,9,-5.686,0,0.0404,0.0412,0,0.44,0.184,131.942
Shining,2VO9zYsVMrs0wEFry2nCEX,Shining,2PBAY0D3H5TvuxWY0lGCAG,Korolova,0I6oCyQQ1Q50q97y9B9gAx,54,False,https://open.spotify.com/track/2VO9zYsVMrs0wEFry2nCEX,0.718,0.732,8,-8.548,1,0.0465,0.0286,0.429,0.19,0.194,126.008
Another,3e8RJKof3ohJkoEKChvH2F,Another,3PIcb7olB62RHxTdetIDUK,Camden Cox,5mNpMP01Co4vXZ3U0fWP3C,31,False,https://open.spotify.com/track/3e8RJKof3ohJkoEKChvH2F,0.578,0.92,11,-5.863,0,0.0514,0.00778,0.344,0.122,0.117,129.937
Tell You,4A0ozX36iYDVAdWXIKmWGn,Tell You,39gWK7UdkdzV5urktgVZTu,Swimming Paul,5rEwPEAHq2q1yW3wF4av5s,41,False,https://open.spotify.com/track/4A0ozX36iYDVAdWXIKmWGn,0.853,0.715,6,-8.982,0,0.175,0.352,0.00589,0.172,0.51,126.009
SAFE WITH ME (SECRETOS),0FCABIXhXHI4mi0qao8gTR,SAFE WITH ME (SECRETOS),3W2fOiqWefDpA1huBvt3fe,Jhay Rivas,4hQHXyqZ6QlqPC76XmT2kH,52,False,https://open.spotify.com/track/0FCABIXhXHI4mi0qao8gTR,0.535,0.769,5,-7.017,0,0.0399,0.302,0.0434,0.131,0.0972,132.049
Luna,1zgV3gqWfI2sBaZrolc5g1,Luna,3VPaYGiJkzm8NKAvt1ZZVy,Dezko,4FAahCBNlbpgoAhVfuUHPD,36,False,https://open.spotify.com/track/1zgV3gqWfI2sBaZrolc5g1,0.626,0.882,1,-6.397,1,0.0371,0.537,0.381,0.0971,0.123,117.986
You’re Losing Me (From The Vault),3CWq0pAKKTWb0K4yiglDc4,You're Losing Me (From The Vault),5q3jthpn2h59P7pe2gmAl7,Taylor Swift,06HL4z0CvFAxyc27GXpf02,74,False,https://open.spotify.com/track/3CWq0pAKKTWb0K4yiglDc4,0.744,0.396,0,-13.712,1,0.057,0.509,0.00319,0.121,0.18,102.969
A Drop in the Ocean,0vxlqUrmgsiyAWOHaAfnSK,Daylight,1DeIsVBeqwBS9g1WkP0tQA,Ron Pope,6CmXhyslohOFRJMtPpRm4O,44,False,https://open.spotify.com/track/0vxlqUrmgsiyAWOHaAfnSK,0.458,0.363,5,-6.473,1,0.032,0.892,3.79e-06,0.155,0.492,134.252
Exit Signs (feat. Kris Allen),1ydeAIo1SUtXqOl7SpWl4z,Exit Signs (feat. Kris Allen),1Wt5dozbjIpmPayowMlI7T,Erin Gibney,6T2lvnNVmGWVzbmmMAH4TF,18,False,https://open.spotify.com/track/1ydeAIo1SUtXqOl7SpWl4z,0.512,0.678,1,-5.161,1,0.0306,0.00253,0,0.113,0.254,146.18
"I miss you, I’m sorry",4nyF5lmSziBAt7ESAUjpbx,minor,2UZw04wDxLVceADw2Gi1Qy,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,77,False,https://open.spotify.com/track/4nyF5lmSziBAt7ESAUjpbx,0.445,0.455,7,-6.405,1,0.0575,0.731,1.47e-06,0.124,0.151,109.885
the grudge,3Nl5OkkmS5DaBZvuYofpAt,GUTS,1xJHno7SmdVtZAtXbdbDZp,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,72,True,https://open.spotify.com/track/3Nl5OkkmS5DaBZvuYofpAt,0.511,0.313,10,-9.32,1,0.0846,0.905,0,0.0832,0.331,126.962
exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y,folklore,2fenSS68JI1h4Fo296JfGr,Taylor Swift,06HL4z0CvFAxyc27GXpf02,73,False,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602
Wish You The Best,3gdPwk2wyOXNRnTA1KXnEr,Broken By Desire To Be Heavenly Sent,0ECSyPejfD7oL95dD3jgoi,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,72,False,https://open.spotify.com/track/3gdPwk2wyOXNRnTA1KXnEr,0.675,0.48,3,-3.658,1,0.0316,0.547,0,0.0943,0.491,107.86
Better Man (Taylor's Version) (From The Vault),4OmFmE0fzcMG6g0Y8p4eSD,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Taylor Swift,06HL4z0CvFAxyc27GXpf02,62,False,https://open.spotify.com/track/4OmFmE0fzcMG6g0Y8p4eSD,0.473,0.579,4,-5.824,1,0.0384,0.214,0,0.0877,0.255,73.942
The Night We Met,0QZ5yyl6B6utIWkxeBDxQN,Strange Trails,3yoNZlqerJnsnMN5EDwwBS,Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,74,False,https://open.spotify.com/track/0QZ5yyl6B6utIWkxeBDxQN,0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997
we can't be friends (wait for your love),46kspZSY3aKmwQe7O77fCC,eternal sunshine,71PfP4E9roOXAudea1aPGw,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,84,False,https://open.spotify.com/track/46kspZSY3aKmwQe7O77fCC,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842
Kryptonite,5wfMcGCcBiAtnm1wsiQ9RN,Kryptonite,6TU69GHynhOMFaY1Laxzxm,Erin Gibney,6T2lvnNVmGWVzbmmMAH4TF,21,False,https://open.spotify.com/track/5wfMcGCcBiAtnm1wsiQ9RN,0.38,0.565,8,-5.093,1,0.0309,0.377,1.07e-06,0.275,0.634,85.86
WYD Now?,3ZBeHiRJUj1vdiU8zzGPgb,WYD Now?,7vHnOZjiqPEgDP6BkmEp2Z,Sadie Jean,0sMAHzxguan2KpnKFZPW2d,62,False,https://open.spotify.com/track/3ZBeHiRJUj1vdiU8zzGPgb,0.378,0.334,1,-10.993,1,0.304,0.776,0,0.115,0.496,181.296
"i hate u, i love u (feat. olivia o'brien)",7vRriwrloYVaoAe3a9wJHe,us,3L0H4RjVXpEkwfDgi3XOdf,gnash,3iri9nBFs9e4wN7PLIetAw,71,True,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6
Easy Like That,02J0crA2lDnJCqasb1ZLiB,Easy Like That,2fiVxZOFj7GDSZXjKVHC4L,Erin Gibney,6T2lvnNVmGWVzbmmMAH4TF,11,False,https://open.spotify.com/track/02J0crA2lDnJCqasb1ZLiB,0.551,0.779,11,-4.104,1,0.0323,0.216,0.00714,0.0661,0.765,87.936
Penthouse,5rCt377EMkCJ0D0sldd5t8,Rolling Up the Welcome Mat,7qxClQvz2eSkDB7CtFfPZH,Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,56,False,https://open.spotify.com/track/5rCt377EMkCJ0D0sldd5t8,0.499,0.447,5,-5.083,1,0.0367,0.706,0,0.0868,0.53,75.068
happier,2tGvwE8GcFKwNdAXMnlbfl,SOUR,6s84u2TUpR3wdUv4NgKA2j,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,79,True,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924
Thinking Of You - Acoustic Version,0Yqu5nJ5GxMR0Iwxo0eHKa,Thinking Of You,6QMt0VIXFUFDrYaDBnjfYO,Katy Perry,6jJ0s89eD6GaHleKKya26X,24,False,https://open.spotify.com/track/0Yqu5nJ5GxMR0Iwxo0eHKa,0.369,0.415,4,-7.113,1,0.0295,0.234,0,0.11,0.331,144.157
Last Kiss (Taylor's Version),59KOoHFcw5XfICnO57holu,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Taylor Swift,06HL4z0CvFAxyc27GXpf02,64,False,https://open.spotify.com/track/59KOoHFcw5XfICnO57holu,0.557,0.362,10,-8.641,1,0.0263,0.443,3.57e-06,0.1,0.187,79.573
ocean eyes,7hDVYcQq6MxkdJGweuCtl9,dont smile at me,7fRrTyKvE4Skh93v97gtcU,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,79,False,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9,0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892
Godspeed,34xTFwjPQ1dC6uJmleno7x,Blonde,3mH6qwIy9crq0I9YQbOuDf,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,73,False,https://open.spotify.com/track/34xTFwjPQ1dC6uJmleno7x,0.399,0.0969,6,-12.578,1,0.0509,0.929,0.000168,0.121,0.0758,109.54
Death By A Thousand Cuts,2dgFqt3w9xIQRjhPtwNk3D,Lover,1NAmidJlEaVgA3MpcPFYGq,Taylor Swift,06HL4z0CvFAxyc27GXpf02,68,False,https://open.spotify.com/track/2dgFqt3w9xIQRjhPtwNk3D,0.712,0.732,4,-6.754,1,0.0629,0.454,0,0.319,0.313,94.071
Reckless,5ajjAnNRh8bxFvaVHzpPjh,Reckless,5lVImnUah94yoxXy2H1qo7,Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,68,False,https://open.spotify.com/track/5ajjAnNRh8bxFvaVHzpPjh,0.386,0.426,3,-6.642,1,0.0363,0.807,0,0.14,0.261,180.104
my tears ricochet,1MgV7FIyNxIG7WzMRJV5HC,folklore,2fenSS68JI1h4Fo296JfGr,Taylor Swift,06HL4z0CvFAxyc27GXpf02,74,False,https://open.spotify.com/track/1MgV7FIyNxIG7WzMRJV5HC,0.469,0.263,0,-10.63,1,0.0329,0.806,0,0.0749,0.112,129.86
Fine Line,6VzcQuzTNTMFnJ6rBSaLH9,Fine Line,7xV2TzoaVc0ycW7fwBwAml,Harry Styles,6KImCVD70vtIoJWnq6nGn3,73,False,https://open.spotify.com/track/6VzcQuzTNTMFnJ6rBSaLH9,0.306,0.347,2,-8.5,1,0.0334,0.172,0.00013,0.0485,0.0511,120.996
coney island (feat. The National),3k7ne7VmH43ZPWxPdvPUgR,evermore,2Xoteh7uEpea4TohMxjtaq,Taylor Swift,06HL4z0CvFAxyc27GXpf02,57,False,https://open.spotify.com/track/3k7ne7VmH43ZPWxPdvPUgR,0.537,0.537,8,-11.266,1,0.0617,0.819,0.000904,0.142,0.292,107.895
I Remember Everything (feat. Kacey Musgraves),4KULAymBBJcPRpk1yO4dOG,Zach Bryan,6PbnGueEO6LGodPfvNldYf,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,85,False,https://open.spotify.com/track/4KULAymBBJcPRpk1yO4dOG,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639
I should hate you,4iUt4PddTybyCrpQAMoJH7,Good Riddance (Deluxe),78YYcghEDz2dHRx0EcDGXZ,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,56,True,https://open.spotify.com/track/4iUt4PddTybyCrpQAMoJH7,0.5,0.497,5,-8.092,1,0.0324,0.818,0.000242,0.104,0.404,137.818
Wrong Direction,5Qsp8mtshe70DX7EYbWZGo,Half Written Story,1UPxmm7vKXqA7tO7Y3XklR,Hailee Steinfeld,5p7f24Rk5HkUZsaS3BLG5F,54,False,https://open.spotify.com/track/5Qsp8mtshe70DX7EYbWZGo,0.39,0.388,10,-9.017,1,0.0355,0.472,0,0.157,0.187,72.934
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Taylor Swift,06HL4z0CvFAxyc27GXpf02,76,True,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi,0.631,0.518,0,-8.771,1,0.0303,0.274,0,0.088,0.205,93.023
how many things,4yC3v03vIGfmV6Rag568mV,emails i can't send,5kDmlA2g9Y1YCbNo2Ufxlz,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,50,True,https://open.spotify.com/track/4yC3v03vIGfmV6Rag568mV,0.518,0.227,11,-9.457,1,0.0354,0.902,0,0.367,0.571,81.174
What If I Don't,6JsDkVknNaXZ6fIl33D30R,What If I Don't,72zFuGuB7g5gghEsKC36CC,Shaylen,5wqQVApxKeHbMsfLJTfWMJ,55,False,https://open.spotify.com/track/6JsDkVknNaXZ6fIl33D30R,0.524,0.806,4,-5.785,1,0.0522,0.0521,0,0.189,0.568,143.923
